(0.3687374749498997, -0.4298597194388778, 0.6012024048096194)
(0.344038778960727, -0.37865510580278794, 0.12048144384962312)
(0.3477811885392223, -0.3625989614821468, 0.02414457792577618)
(0.34799892521390363, -0.3543491608081091, 0.004838592770696648)
(0.34939038425718016, -0.3545188509353379, 0.0009696578698790703)
(0.3494574247311497, -0.35430218389627677, 0.00019432021440463076)
(0.34943853789668355, -0.3542412397809374, 3.894192673437047e-05)
(0.3494537947036506, -0.35423222616863714, 7.80399333355497e-06)
(0.34945530389274215, -0.35422999757334656, 1.5639265197875396e-06)
(0.34945553111653516, -0.3542306259646636, 3.1341212819446795e-07)
(0.34945558544549127, -0.35423057980075295, 6.28080417119925e-08)
(0.3494555992280174, -0.3542305891779055, 1.2586781894530219e-08)
(0.33867735470941884, -0.5621242484969939, 0.6012024048096194)
(0.33927976192866693, -0.5771844289781969, 0.12048144384962317)
(0.1643286573146293, -0.49599198396793576, 0.6012024048096192)
(0.13426853707414832, -0.5801603206412826, 0.6012024048096194)
(0.2360753571270799, -0.524136449251208, 0.12048144384962312)
(0.22943559819749143, -0.5213598227897436, 0.02414457792577618)
(0.22878238817344737, -0.5228839795125131, 0.00483859277069662)
(0.22917509961074842, -0.5237809130421512, 0.0009696578698790703)
(0.22911194554106692, -0.5238479535161209, 0.00019432021440463076)
(0.2290545061991337, -0.5237873988200489, 3.8941926734398224e-05)
(0.22444889779559107, -0.5320641282565131, 0.6012024048096192)
(0.3262557178485226, -0.43025730820358155, 0.12048144384962312)
(0.31696005534709876, -0.42047875414364216, 0.02414457792577618)
(0.31722617794948704, -0.42795437997436847, 0.0048385927706965925)
(0.3174249578128123, -0.4282210358885852, 0.0009696578698790703)
(0.3177096369269151, -0.4281734274360561, 0.00019432021440463076)
(0.31771995653749974, -0.4281740115649571, 3.894192673442598e-05)
(0.31770852368726604, -0.42817459686445714, 7.80399333355497e-06)
(0.3177083125571859, -0.42817440137364216, 1.5639265197875396e-06)
(0.3177084802326745, -0.4281738105917805, 3.1341212819446795e-07)
(0.31770847991863427, -0.42817380022845364, 6.280804176750365e-08)
(0.317708475198591, -0.42817379676708855, 1.2586781894530219e-08)
(0.31770847919659695, -0.42817379473655565, 2.5224012323299405e-09)
(0.30861723446893796, -0.4659318637274549, 0.6012024048096194)
(0.35741221922803534, -0.3424383837815912, 0.12048144384962312)
(0.35173824341547794, -0.3459393475808288, 0.02414457792577618)
(0.35074633189748516, -0.3532698156284341, 0.0048385927706965925)
(0.35032453072408776, -0.35488429598178284, 0.0009696578698790703)
(0.32665330661322645, -0.5200400801603206, 0.601202404809619)
(0.218436873747495, -0.4118236472945892, 0.6012024048096192)
(0.28456913827655317, -0.4599198396793587, 0.6012024048096194)
(0.29659318637274545, -0.48997995991983967, 0.6012024048096192)
(0.22444889779559107, -0.5260521042084167, 0.6012024048096192)
(0.3515568210569434, -0.5929193055449575, 0.12048144384962306)
(0.3596452546620785, -0.6159773774640738, 0.02414457792577618)
(0.29058116232464926, -0.5621242484969939, 0.6012024048096194)
(0.37552058023863355, -0.5940518311171441, 0.12048144384962317)
(0.35970588169725015, -0.6163855656984871, 0.024144577925776234)
(0.23647294589178358, -0.5861723446893787, 0.6012024048096194)
(0.30260521042084165, -0.4659318637274549, 0.601202404809619)
(0.4889779559118237, -0.30360721442885774, 0.6012024048096194)
(0.4108216432865732, -0.32765531062124253, 0.6012024048096194)
(0.2665330661322646, -0.4599198396793587, 0.6012024048096192)
(0.30861723446893796, -0.5080160320641283, 0.6012024048096194)
(0.3670507347360052, -0.5965698932936012, 0.12048144384962312)
(-0.7855711422845691, -0.1533066132264529, 0.6012024048096192)
(0.13426853707414832, -0.5080160320641283, 0.6012024048096194)
(0.36740013092316914, -0.5941602644166089, 0.12048144384962317)
(0.188376753507014, -0.598196392785571, 0.6012024048096194)
(0.3684965120622006, -0.5879554700583531, 0.12048144384962312)
(0.3618567531326121, -0.6030458312619633, 0.02414457792577618)
(0.10420841683366744, -0.5561122244488979, 0.6012024048096194)
(0.14697932940028366, -0.6458709001168671, 0.12048144384962317)
(0.14565137761436597, -0.6129135512481827, 0.02414457792577618)
(0.1505141633489161, -0.6142441642601242, 0.00483859277069662)
(0.2605210420841684, -0.5320641282565131, 0.6012024048096194)
(0.36714711989108484, -0.5904976285235803, 0.12048144384962317)
(-0.7675350701402804, -0.1472945891783567, 0.6012024048096192)
(-0.750065260782085, -0.07681294452632721, 0.12048144384962312)
(0.20040080160320628, -0.5921843687374749, 0.6012024048096192)
(0.3588339002654607, -0.6204975080421364, 0.12048144384962312)
(0.3587131773758318, -0.6155478695673524, 0.02414457792577618)
(-0.7735470941883767, -0.1352705410821643, 0.6012024048096192)
(-0.7560772848301813, -0.07563222637660089, 0.12048144384962312)
(-0.7511276463553973, -0.041226202832369836, 0.02414457792577618)
(-0.753667907560013, -0.04952438943411456, 0.004838592770696648)
(-0.7536339695345673, -0.049917100871415584, 0.0009696578698791258)
(-0.7534814281662596, -0.0502328712198231, 0.00019432021440457525)
(-0.7534870747456361, -0.050278627983736016, 3.894192673437047e-05)
(-0.7534729885376691, -0.050277574444635986, 7.80399333355497e-06)
(-0.7534752484114902, -0.05027964664727466, 1.5639265197320285e-06)
(0.28456913827655317, -0.3997995991983967, 0.6012024048096194)
(0.29659318637274545, -0.47194388777555096, 0.6012024048096192)
(0.12224448897795581, -0.628256513026052, 0.6012024048096192)
(-0.16032064128256518, -0.7785571142284569, 0.6012024048096192)
(0.27855711422845686, -0.5080160320641283, 0.601202404809619)
(0.24849699398797587, -0.5020040080160322, 0.6012024048096192)
(0.33266533066132276, -0.4238476953907815, 0.6012024048096194)
