(0.40676141862884097, -0.3437275352307822, 0.12048144384962317)
(0.43827009282197893, -0.3573692217588457, 0.02414457792577618)
(0.43839105764124636, -0.35749018657811316, 0.004838592770696648)
(0.43872558960635466, -0.35791198775151056, 0.0009696578698790703)
(0.43876153884601954, -0.3580761883326825, 0.00019432021440463076)
(0.43870215240774957, -0.3580074558319963, 3.894192673437047e-05)
(-0.12424849699398788, -0.7905811623246493, 0.6012024048096194)
(-0.05376685234195833, -0.6598587957478081, 0.12048144384962312)
(-0.014773358991829813, -0.6481486754538066, 0.02414457792577618)
(-0.01068474810059116, -0.651172795935492, 0.004838592770696631)
(-0.01235740792613258, -0.6514394518497089, 0.0009696578698790842)
(0.32665330661322645, -0.5200400801603206, 0.601202404809619)
(0.1703406813627254, -0.5561122244488979, 0.6012024048096192)
(0.3131111923245288, -0.47358243541190603, 0.12048144384962312)
(0.36272545090180364, -0.5200400801603206, 0.6012024048096194)
(0.31634009501969873, -0.48329323978618555, 0.12048144384962312)
(0.3266015406381536, -0.489932998715774, 0.02414457792577618)
(0.31578728579564663, -0.4929571191974593, 0.004838592770696648)
(0.37474949899799603, -0.6703406813627254, 0.601202404809619)
(0.32064128256513014, -0.33366733466933873, 0.6012024048096194)
(0.4067855149176107, -0.21017385472347508, 0.12048144384962317)
(0.28456913827655317, -0.47194388777555096, 0.6012024048096194)
(0.36272545090180364, 0.1593186372745491, 0.6012024048096194)
(0.40429154902992365, 0.22980028192657856, 0.12048144384962312)
(0.4350758858852883, 0.22678220968585655, 0.02414457792577618)
(0.43727744559595527, 0.23169338134811363, 0.0048385927706965925)
(0.43906646436588215, 0.23205700304931828, 0.0009696578698790703)
(0.3927855711422845, -0.3456913827655309, 0.6012024048096194)
(0.4295324115164196, -0.3535226766157564, 0.12048144384962312)
(0.4383451824593279, -0.35702364041499396, 0.02414457792577618)
(0.4371597272305072, -0.350515733138407, 0.004838592770696648)
(0.4369027678949893, -0.35008423538631084, 0.0009696578698790703)
(0.30861723446893796, -0.4418837675350701, 0.6012024048096194)
(0.345364074843073, -0.41477544266890487, 0.12048144384962312)
(0.3478992555252795, -0.41055014153189406, 0.02414457792577618)
(0.3568264591872148, -0.4211224667358662, 0.004838592770696648)
(0.2605210420841684, -0.47194388777555096, 0.6012024048096194)
(0.19967791294010873, -0.560497749005024, 0.12048144384962314)
(0.1877263468668495, -0.5572382309850441, 0.02414457792577618)
(0.18562155901159647, -0.5606494388883853, 0.004838592770696648)
(0.18555853125005434, -0.5604021761315661, 0.0009696578698790981)
(0.18587430159846186, -0.5602399187525382, 0.00019432021440463076)
(0.18594887538815824, -0.5602081810822497, 3.8941926734398224e-05)
(0.18594899244805824, -0.560207439702883, 7.80399333355497e-06)
(0.1859493756100556, -0.5602045229799237, 1.563926519759784e-06)
(0.1859490261555326, -0.5602052485290004, 3.1341212822222353e-07)
(0.1859491451767717, -0.5602051433255306, 6.28080417119925e-08)
(0.18594915795235534, -0.5602051484231771, 1.2586781922285795e-08)
(0.18594915884780774, -0.5602051506050543, 2.5224011768187893e-09)
(0.18594915823869082, -0.5602051515680151, 5.054912044499815e-10)
(0.18594915808420703, -0.5602051515756126, 1.013008565919904e-10)
(0.18594915812328602, -0.5602051515276012, 2.0300761072178375e-11)
(0.18594915812696783, -0.5602051515195664, 4.068301251436424e-12)
(0.18594915812696375, -0.5602051515180377, 8.152922781334837e-13)
