(0, -0.49699398797595196, -0.0030060120240480437, 3.006012024048096)
(1, -0.7650652005413633, -0.03613840908269439, 0.6024072192481154)
(2, -0.7596326705080637, -0.08382395048610236, 0.12072288962888078)
(3, -0.7522538165327513, -0.04934897699488888, 0.02419296385348313)
(4, -0.7541688908257624, -0.05024591052452703, 0.004848289349395407)
(5, -0.7541834648418428, -0.05030906459420853, 0.0009716010720230983)
(6, -0.7540364590684205, -0.05024967815593859, 0.00019470963367196337)
(7, -0.7539648574295852, -0.0501659803274363, 3.901996666777485e-05)
(8, -0.7539679461844617, -0.05017125857944045, 7.819632598771165e-06)
(9, -0.7539653683697072, -0.05017031050775263, 1.567060641027851e-06)
(10, -0.7539660294243464, -0.050169680857134344, 3.1404020861547366e-07)
(11, -0.7539660265923205, -0.0501696792837866, 6.293390952816225e-08)
(12, -0.7539660386367861, -0.05016967581548497, 1.2612005995116249e-08)
(13, -0.7539660388263453, -0.050169675575376646, 2.5274560222499076e-09)
(14, -0.7539660382818533, -0.05016967605908818, 5.065041719376495e-10)
(15, -0.7539660384285263, -0.05016967601391897, 1.0150380536089187e-10)
(16, -0.7539660384540549, -0.050169675994696294, 2.0341506257182118e-11)
(17, -0.7539660384567249, -0.05016967599121094, 4.07651690181865e-12)
(18, -0.7539660384550951, -0.05016967599002231, 8.169021015191902e-13)
(19, -0.7539660384547702, -0.050169675989700624, 1.6364687382974807e-13)
(20, -0.7539660384548018, -0.050169675989672896, 3.2862601528904634e-14)
(21, -0.753966038454804, -0.05016967598966221, 6.661338147750939e-15)
(22, -0.7539660384548043, -0.05016967598966006, 1.3322676295501878e-15)
